,ilocy,ilocx,Q10_Gumbel-MM,rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
116,726,1267,0.308,3.151265509927931,21.790803679126054,46.11222222,-64.67861111,MONCTON INTL A,1.6178497528867133,0.18503795163980002,0.971959754334786
117,727,527,0.667,3.219698343118908,-10.956891855957187,49.52055556,-113.99722220000001,PINCHER CREEK,2.211810875894495,0.29310695738356,0.971959754334786
118,727,545,0.275,3.224344841091907,-10.139873148240085,49.695,-112.7675,LETHBRIDGE CDA,0.8134469880237244,0.3285880166468459,0.971959754334786
119,727,679,0.27899999999999997,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,0.735278055019016,0.36880846586995175,0.971959754334786
120,727,781,0.304,3.200766413554716,0.27489230629413614,50.7,-96.56666667,VICTORIA BEACH (AUT),1.4845013573269845,0.19904041438521353,0.971959754334786
121,728,620,0.34850000000000003,3.2503764467056726,-6.832765655738073,50.279305555,-107.71194444999998,SWIFT CURRENT,0.9176056556094505,0.3691432940882414,0.971959754334786
122,728,738,0.18100000000000002,3.2380598177335678,-1.6042959815747406,50.71194472,-99.53000083,MCCREARY,1.036635288960637,0.16970743462822294,0.971959754334786
123,729,576,0.293,3.2944606413386714,-8.780880812800653,50.01888889,-110.72083329999998,MEDICINE HAT,0.8408329696293901,0.33869296079768996,0.971959754334786
124,731,521,0.157,3.3928706225609435,-11.240659239068288,49.627525,-114.48195,CROWSNEST,0.6989170280953293,0.21833447361615538,0.971959754334786
125,733,556,0.28800000000000003,3.4919882042729453,-9.668493619430778,50.05,-112.13333329999999,VAUXHALL CDA CS,0.8524686423117556,0.32836915676957823,0.971959754334786
126,734,1183,0.187,3.5026613441783248,18.07159315492528,47.80583333,-69.54861111,RIVIERE-DU-LOUP,1.5984416804474215,0.11370854269123495,0.971959754334786
127,735,474,0.171,3.565095085022112,-13.311513059059466,49.29611111,-117.6325,CASTLEGAR A,1.852585371314582,0.08971522746793062,0.971959754334786
128,735,502,0.141,3.5715724287243624,-12.065345530500947,49.61222222,-115.78194440000001,CRANBROOK A,1.059785670549178,0.12931513339880107,0.971959754334786
129,735,515,0.18600000000000005,3.5656954494166606,-11.468142510374218,49.745,-114.8839,SPARWOOD CS,1.218623574694975,0.1483514007609127,0.971959754334786
130,735,767,0.138,3.5846062509781897,-0.3490103538669817,51.08336111,-97.5545,FISHER BRANCH (AUT),0.5761692083983136,0.23279697030507446,0.971959754334786
131,735,1139,0.22699999999999998,3.589204874556557,16.1218655276776,48.52,-72.26583333,ROBERVAL A,2.0785561793146745,0.10614813610991376,0.971959754334786
132,736,446,0.1,3.628022144320439,-14.524791441949997,49.02829167,-119.44099170000001,OSOYOOS CS,0.7815343163602931,0.12436558881525879,0.971959754334786
133,736,820,0.16899999999999998,3.60887478161026,2.018637748676641,51.06722222,-93.79305556,RED LAKE A,1.7944854460190693,0.09153665684331956,0.971959754334786
134,737,534,0.47,3.6421127241754636,-10.626784979767747,50.00363056,-113.6386361,CLARESHOLM,1.6052225226783303,0.28458427294873656,0.971959754334786
135,737,731,0.28800000000000003,3.6385454019366055,-1.9201452319280081,51.10083333,-100.0525,DAUPHIN,1.3981421418242315,0.20021169584602172,0.971959754334786
136,737,1158,0.243,3.6779852770256394,16.979456792711613,48.33333333,-71.0,BAGOTVILLE A,2.2612390600343573,0.10444991176641198,0.971959754334786
137,738,1276,0.359,3.684848285505142,22.19274231102992,46.44111111,-63.83805556,SUMMERSIDE,0.6326489755019823,0.5515436921862127,0.971959754334786
138,739,383,0.544,3.7601333555044705,-17.325740433821284,48.29798417,-123.5314406,RACE ROCKS,1.8729724220025226,0.282303198993611,0.971959754334786
139,739,713,0.223,3.760227530037952,-2.739029127447539,51.18333833,-101.3627967,ROBLIN,0.9088331967313805,0.23848933555264945,0.971959754334786
140,739,1155,0.168,3.7341636155797224,16.86001938032433,48.42500333,-71.14250028,JONQUIERE,1.472210364226501,0.11091433853207262,0.971959754334786
141,739,1248,0.253,3.765983515622409,20.941037953738697,47.00944444,-65.465,MIRAMICHI RCS,1.798229509010428,0.13674885025217037,0.971959754334786
142,739,1288,0.311,3.7485350227656515,22.70872628876536,46.28916667,-63.11916667,CHARLOTTETOWN A,0.5231634106948623,0.5777917136762925,0.971959754334786
143,740,1052,0.159,3.7789790210924012,12.297713586348909,49.75778333,-77.79307222,MATAGAMI,0.9126710134548621,0.16932892429027946,0.971959754334786
144,740,1171,0.414,3.8028294572212555,17.56106413236668,48.26027778,-70.11444444,POINTE CLAVEAU,4.590662726455832,0.0876543022809395,0.971959754334786
145,741,387,0.3865,3.8237917476644463,-17.15786695651581,48.413188469999994,-123.32489015000002,VICTORIA GONZALES HTS,1.109885048387976,0.3384696871049989,0.971959754334786
146,741,532,0.523,3.851137098460191,-10.742119354071132,50.18333333,-113.88333329999999,STAVELY AAFC,2.055348438952915,0.2473230046463856,0.971959754334786
147,741,1133,0.23600000000000002,3.838216713691122,15.845765888702402,48.84166667,-72.54694444,NORMANDIN,1.5609926853017828,0.14694655790694083,0.971959754334786
148,742,385,0.2,3.866471761135751,-17.223584352495884,48.43197222,-123.43933329999999,ESQUIMALT HARBOUR,0.5270618734103745,0.36882187969533153,0.971959754334786
149,742,387,0.057,3.8607786888483604,-17.130742360455955,48.457,-123.3046111,VICTORIA UNIVERSITY CS,0.15071371595665092,0.36759564745266937,0.971959754334786
150,742,630,0.32799999999999996,3.8673502491107055,-6.388839086316044,50.95,-107.15,LUCKY LAKE,0.8527342353525887,0.37385950534751444,0.971959754334786
151,742,697,0.249,3.884990310819582,-3.4222113413113346,51.26472222,-102.4616667,YORKTON,0.7733499136100613,0.3129475733689576,0.971959754334786
152,743,378,0.493,3.9204327866692434,-17.544331235963643,48.37669444,-123.92102779999999,SHERINGHAM POINT,1.1830073492974784,0.40504918179215477,0.971959754334786
153,744,562,0.237,3.9532495945256017,-9.393013264990834,50.55529722,-111.84889720000001,BROOKS,0.6799134253019693,0.33879969596869947,0.971959754334786
154,745,639,0.273,4.004087085054908,-6.011307272124186,51.13333333,-106.58333329999999,ELBOW CS,0.6850431774359926,0.38734056724211263,0.971959754334786
155,746,387,0.188,4.066799462131285,-17.1441395448798,48.64722222,-123.4258333,VICTORIA INTL A,0.4542654677514681,0.402250328908804,0.971959754334786
156,746,447,0.22,4.074265803373255,-14.502793382081894,49.4625,-119.6022222,PENTICTON A,1.8558210695324628,0.1152218548782418,0.971959754334786
157,746,597,0.27399999999999997,4.04232783420433,-7.864501653195341,50.90946389,-109.50139170000001,LEADER AIRPORT,0.7327340517901423,0.3634565256481426,0.971959754334786
158,747,394,0.48700000000000004,4.113823072401467,-16.861117364424064,48.7839075,-123.04474499999999,SATURNA ISLAND CS,1.5983263205613847,0.2961500378688544,0.971959754334786
159,748,870,0.163,4.133851210697307,4.231720571439928,51.44916694,-90.21777972,PICKLE LAKE (AUT),1.6948946612321287,0.09347450527774835,0.971959754334786
160,749,405,0.23800000000000002,4.198153065137018,-16.35607410314257,49.02527778,-122.36,ABBOTSFORD A,1.616297828499617,0.1431211608731886,0.971959754334786
161,749,447,0.14800000000000002,4.178770978746291,-14.503269431170576,49.56255556,-119.64869440000001,SUMMERLAND CS,1.1971598511696737,0.12015942858508079,0.971959754334786
162,749,658,0.22899999999999998,4.189983408021939,-5.148035096424749,51.41666667,-105.25,LAST MOUNTAIN CS,0.5796916769081303,0.3839606339180549,0.971959754334786
163,749,1154,0.10300000000000001,4.201828370034858,16.777582007442813,48.89416667,-71.03166667,ONATCHIWAY,0.7896275274647973,0.12678364319175298,0.971959754334786
164,749,1268,0.457,4.204993378987614,21.84238071776973,47.05805556,-63.99861111,NORTH CAPE,0.8044229389395606,0.5521791911062977,0.971959754334786
165,750,434,0.158,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.2802798260824344,0.11995005939819299,0.971959754334786
166,750,1302,0.442,4.229876092164572,23.347619828387366,46.46,-61.98833333,EAST POINT (AUT),0.7171280048474588,0.5990648928950384,0.971959754334786
167,751,399,0.1,4.280014154965024,-16.622549060683824,49.01805556,-122.7838889,WHITE ROCK CAMPBELL SCIENTIFIC,0.4558763433798065,0.21320688569378396,0.971959754334786
168,751,415,0.185,4.2821013480871,-15.91401292376641,49.24305556,-121.7602778,AGASSIZ RCS,1.4995850133251434,0.11990820990750195,0.971959754334786
169,753,419,0.248,4.348601221374459,-15.712183126678072,49.36833333,-121.49805559999999,HOPE A,1.9898867603115475,0.12113554594296987,0.971959754334786
170,753,1098,0.139,4.347111774083126,14.333709478181978,49.77194444,-74.52805556,CHIBOUGAMAU CHAPAIS A,0.8562424246435671,0.1577852275992691,0.971959754334786
