,ilocy,ilocx,TJan2.5 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
24,647,968,248.34999999999997,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,0.9758365037670969,255.65482953473054,1.0045392189423983
25,651,1109,248.34999999999997,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,0.9992001389415326,249.67702195139762,1.0045392189423983
26,653,1132,248.14999999999998,-0.06746642402228695,15.808409118577105,45.1208,-74.2894,ST-ANICET 1,0.9962892548787283,250.20485362044667,1.0045392189423983
27,657,1141,248.04999999999998,0.1010906457365428,16.207356591627608,45.1672,-73.6789,STE-CLOTILDE,0.995461720166785,250.31193888290713,1.0045392189423983
28,658,1081,243.74999999999997,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,0.9885225874090322,247.69938263018418,1.0045392189423983
29,658,1154,248.14999999999998,0.14685930964715913,16.805827936033086,45.0333,-72.85,FRELIGHSBURG,0.9972450476574203,249.96504897780054,1.0045392189423983
30,660,1046,244.84999999999997,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,0.9995959905011653,246.06083867416177,1.0045392189423983
31,661,1024,244.45,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,1.0011236408043331,245.28400095834235,1.0045392189423983
32,661,1135,249.45,0.29875596700283863,15.963370852402406,45.4272,-73.9292,STE-ANNE-DE-BELLEVUE 1,1.0048880737235435,249.36340147481877,1.0045392189423983
33,661,1145,249.04999999999998,0.2903801318541239,16.391939646159297,45.2939,-73.3494,L'ACADIE,1.0018557459940423,249.71708100488553,1.0045392189423983
34,663,1107,246.74999999999997,0.3596178026937318,14.694185981330756,45.8394,-75.6481,HIGH FALLS,0.9984332738309118,248.25900615569267,1.0045392189423983
35,663,1138,249.34999999999997,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,1.0058119860066397,249.03446939200967,1.0045392189423983
36,664,1140,250.84999999999997,0.4443307640007551,16.175667448413403,45.5047,-73.5792,MCTAVISH,1.0126104095571682,248.8505556464697,1.0045392189423983
37,666,1132,246.45,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,0.9959474866021882,248.576048274361,1.0045392189423983
